Samplenumber,Setname,Sampletype,Replicate,Species,Standard Length,Body Mass,Ad-Clipped,Site,Latitude,Longitude,Tow/Load,Collection Date,Samplewt,Calcbasis,Lipidiatro Sale Format,Lipidiatro Tg Format,Lipidiatro Ffa Format,Lipidiatro Chol Format,Lipidiatro Pl Format,Cb103 Recovery Format,Hcb Conc Format,Ahch Conc Format,Bhch Conc Format,Lindane Conc Format,Achlor Conc Format,Cnona Conc Format,Bchlor Conc Format,Hept Conc Format,Hpe Conc Format,Nona3 Conc Format,Oxychlor Conc Format,Tnona Conc Format,Aldrin Conc Format,Diel Conc Format,Mirex Conc Format,Eslf1 Conc Format,Cb17 Conc Format,Cb18 Conc Format,Cb28 Conc Format,Cb31 Conc Format,Cb33 Conc Format,Cb44 Conc Format,Cb49 Conc Format,Cb52 Conc Format,Cb66 Conc Format,Cb70 Conc Format,Cb74 Conc Format,Cb82 Conc Format,Cb87 Conc Format,Cb95 Conc Format,Cb99 Conc Format,Cb101 Conc Format,Cb105 Conc Format,Cb110 Conc Format,Cb118 Conc Format,Cb128 Conc Format,Cb138 Conc Format,Cb149 Conc Format,Cb151 Conc Format,Cb153 Conc Format,Cb156 Conc Format,Cb158 Conc Format,Cb170 Conc Format,Cb171 Conc Format,Cb177 Conc Format,Cb180 Conc Format,Cb183 Conc Format,Cb187 Conc Format,Cb191 Conc Format,Cb194 Conc Format,Cb195 Conc Format,Cb199 Conc Format,Cb205 Conc Format,Cb206 Conc Format,Cb208 Conc Format,Cb209 Conc Format,Opddd Conc Format,Opdde Conc Format,Opddt Conc Format,Ppddd Conc Format,Ppdde Conc Format,Ppddt Conc Format,Sum Chlds Conc Format,Sum Ddts Conc Format,Sum Hchs Conc Format,Sum40cbs Conc Format,Bde28 Conc Format,Bde47 Conc Format,Bde49 Conc Format,Bde66 Conc Format,Bde85 Conc Format,Bde99 Conc Format,Bde100 Conc Format,Br5de04 Conc Format,Br5de05 Conc Format,Bde153 Conc Format,Bde154 Conc Format,Br6de01 Conc Format,Bde155 Conc Format,Bde183 Conc Format,Br7de01 Conc Format,Sumbde Conc Format,Samplenote,Record Number,Accessed Date,Source Url,Preferred Citation
112-1367,PS1957,Method Blank,,,,,,,,,,,2.0244,wet,0,0,0,0,0,-9999,< 0.17,< 0.18,< 0.18,< 0.17,< 0.17,< 0.18,< 0.18,< 1.6,< 0.17,< 0.18,< 0.17,< 0.18,< 0.18,< 0.17,< 0.18,< 0.18,< 0.044,< 0.18,< 0.18,< 0.13,< 0.17,< 0.18,< 0.17,< 0.17,< 0.17,< 0.17,< 0.18,< 0.044,< 0.18,< 0.088,< 0.17,< 0.18,< 0.044,< 0.18,< 0.18,< 0.18,< 0.18,< 0.18,< 0.18,< 0.26,< 0.044,< 0.17,< 0.17,< 0.18,< 0.18,< 0.18,< 0.17,< 0.18,< 0.18,< 0.18,< 0.18,< 0.13,< 0.18,< 0.18,< 0.18,< 0.18,< 0.17,< 0.17,< 0.17,< 0.18,< 0.17,< 0.17,< LOQ,< LOQ,< LOQ,< LOQ,< 0.40,< 0.40,< 0.40,< 0.40,< 0.40,< 0.40,< 0.40,< 0.40,< 0.40,< 0.40,< 0.40,< 0.40,< 0.40,< 0.40,< 0.40,< LOQ,,Row 95 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1370,PS1958,Tissue - whole body,,Pacific sandlance,116,3.5,,Destruction Island,47.6745219,-124.4854773,Load 32 #4,2005-07-13 00:00:00,2.037,wet,0,0,38.2610991526844,41.8273584099927,19.9115424373227,108.029103610773,< 0.17,< 0.18,< 0.18,< 0.17,< 0.17,< 0.18,< 0.18,< 1.6,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.043,< 0.17,< 0.17,0.14,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.043,< 0.17,0.11,0.18,0.27,0.12,0.25,< 0.17,< 0.18,0.66,0.32,< 0.18,0.78,< 0.044,< 0.17,< 0.17,< 0.17,< 0.17,0.2,< 0.17,0.21,< 0.17,< 0.17,< 0.17,< 0.13,< 0.17,< 0.18,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,3.2,< 0.17,< LOQ,3.2,< LOQ,3.2,< 0.39,0.93,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,0.93,,Row 96 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1371,PS1958,Tissue - whole body,,Pacific sandlance,116,6.1,,Destruction Island,47.6745219,-124.4854773,Load 39 #1,2005-07-13 00:00:00,2.023,wet,0,65.4919011725268,17.616295396232,5.39416538849597,11.4976380427452,110.560745745489,0.41,0.3,0.26,< 0.14,< 0.14,< 0.15,< 0.15,< 1.3,< 0.14,< 0.14,< 0.14,0.19,< 0.14,< 0.14,< 0.15,< 0.14,0.064,0.16,0.26,0.29,< 0.14,0.17,0.18,0.29,< 0.14,0.19,< 0.15,< 0.036,< 0.15,0.26,0.17,0.32,0.12,0.32,0.28,< 0.15,0.4,0.26,< 0.15,0.46,< 0.037,< 0.14,< 0.14,< 0.15,< 0.15,< 0.15,< 0.14,< 0.14,< 0.15,< 0.15,< 0.15,< 0.11,< 0.15,< 0.15,< 0.15,< 0.15,< 0.14,< 0.14,< 0.14,0.63,2.8,0.2,0.19,3.6,0.55,4.2,< 0.33,0.66,< 0.33,< 0.33,< 0.32,< 0.32,< 0.32,< 0.32,< 0.32,< 0.32,< 0.33,< 0.33,< 0.33,< 0.33,< 0.33,0.66,,Row 97 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1372,PS1958,Tissue - whole body,,Pacific sandlance,115,6.5,,Destruction Island,47.6745219,-124.4854773,Load 39 #2,2005-07-13 00:00:00,2.045,wet,0,70.7545506148469,13.562454036208,3.98620902249973,11.6967863264452,106.622015375413,0.55,0.44,0.41,< 0.16,< 0.16,< 0.17,< 0.17,< 1.5,< 0.16,< 0.16,< 0.16,0.22,< 0.16,0.2,< 0.16,< 0.16,0.068,< 0.16,0.25,0.25,< 0.16,0.17,0.18,0.27,< 0.16,0.19,< 0.17,< 0.041,< 0.16,0.26,0.2,0.35,0.12,0.36,0.3,< 0.17,0.48,0.31,< 0.17,0.58,< 0.041,< 0.16,< 0.16,< 0.16,< 0.17,< 0.16,< 0.16,< 0.16,< 0.17,< 0.17,< 0.17,< 0.12,< 0.16,< 0.17,< 0.17,< 0.16,< 0.16,< 0.16,< 0.16,0.55,3.3,< 0.16,0.22,3.8,0.84,4.3,< 0.37,0.75,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,0.75,,Row 98 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1373,PS1958,Tissue - whole body,,Pacific sandlance,106,4.4,,Destruction Island,47.6745219,-124.4854773,Load 39 #4,2005-07-13 00:00:00,2.001,wet,0,57.9990244125949,20.6680575549088,7.04936509631863,14.2835529361775,106.417150182572,0.33,0.21,0.23,< 0.17,< 0.17,< 0.18,< 0.18,< 1.6,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,0.047,< 0.17,0.19,0.18,< 0.17,< 0.17,< 0.17,0.19,< 0.17,< 0.17,< 0.18,< 0.043,< 0.17,0.17,< 0.17,0.26,0.1,0.27,0.24,< 0.18,0.37,0.24,< 0.18,0.43,< 0.044,< 0.17,< 0.17,< 0.17,< 0.18,< 0.17,< 0.17,< 0.17,< 0.18,< 0.18,< 0.18,< 0.13,< 0.17,< 0.18,< 0.18,< 0.17,< 0.17,< 0.17,< 0.17,0.39,2.4,< 0.17,< LOQ,2.8,0.44,2.7,< 0.39,0.56,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,0.56,,Row 99 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1374,PS1958,Tissue - whole body,,Pacific sandlance,112,6.3,,Protection Island,48.1278714,-122.9262842,Load 2 #3,2005-06-29 00:00:00,2.04,wet,0,59.6304284002505,17.7443946183663,3.84541052350491,18.7797664578781,110.701967457182,0.67,0.45,0.43,< 0.16,0.16,< 0.16,< 0.17,< 1.5,< 0.16,< 0.16,< 0.16,0.3,< 0.16,0.27,< 0.16,< 0.16,0.059,< 0.16,0.24,0.22,< 0.16,< 0.16,< 0.16,0.28,< 0.16,0.18,< 0.16,0.043,< 0.16,0.36,0.28,0.53,0.16,0.44,0.39,< 0.16,0.85,0.49,< 0.16,1,< 0.041,< 0.16,< 0.16,< 0.16,< 0.16,0.18,< 0.16,0.21,< 0.16,< 0.16,< 0.16,< 0.12,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,0.26,2.5,< 0.16,0.47,2.8,0.89,6,< 0.36,1.5,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.37,< 0.37,1.5,,Row 100 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1375,PS1958,Tissue - whole body,,Pacific sandlance,110,5.7,,Protection Island,48.1278714,-122.9262842,Load 25 #1,2005-06-29 00:00:00,2.042,wet,.71557579397362,56.0565540259736,17.6263144319494,5.18833915546631,20.4132165926369,110.322431579744,0.47,0.34,0.34,< 0.17,0.2,< 0.17,< 0.17,< 1.6,< 0.17,< 0.17,0.18,0.31,< 0.17,0.33,< 0.17,< 0.17,0.091,0.2,0.37,0.35,0.18,0.25,0.36,0.56,< 0.17,0.36,< 0.17,0.085,0.35,0.87,0.77,1.4,0.42,1,1,0.27,2.2,1.3,0.35,2.8,< 0.042,< 0.17,< 0.17,< 0.17,0.2,0.45,0.2,0.57,< 0.17,< 0.17,< 0.17,< 0.13,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,0.32,1.6,< 0.17,0.69,2,0.68,17,< 0.38,2.6,< 0.38,< 0.38,< 0.38,< 0.38,0.47,< 0.38,< 0.38,< 0.38,< 0.38,< 0.38,< 0.38,< 0.38,< 0.38,3.1,,Row 101 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1376,PS1958,Tissue - whole body,,Pacific sandlance,108,6,,Protection Island,48.1278714,-122.9262842,Load 25 #2,2005-06-29 00:00:00,2.022,wet,1.29770781252769,59.4287184151728,15.660974965581,4.59468534987585,19.0179134568425,107.068649689518,0.52,0.36,0.48,< 0.15,0.21,< 0.15,< 0.16,< 1.4,< 0.15,< 0.15,< 0.15,0.32,< 0.15,0.43,< 0.15,< 0.15,0.089,0.24,0.31,0.33,< 0.15,0.35,0.41,0.74,< 0.15,0.39,0.17,0.094,0.37,1.1,0.67,1.3,0.35,1.1,0.85,0.21,1.9,1.3,0.34,2.4,< 0.038,< 0.15,0.18,< 0.15,0.17,0.44,0.17,0.43,< 0.15,< 0.15,< 0.15,< 0.11,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,0.44,1.8,0.17,0.53,2.4,0.84,16,< 0.34,2.6,< 0.34,< 0.34,< 0.34,0.41,0.41,< 0.34,< 0.34,< 0.34,< 0.34,< 0.34,< 0.34,< 0.34,< 0.34,3.4,,Row 102 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1377,PS1958,Tissue - whole body,,Pacific sandlance,113,6.3,,Protection Island,48.1278714,-122.9262842,Load 25 #5,2005-06-29 00:00:00,2,wet,0,72.4292243760449,10.3019635332556,2.89104402650378,14.3777680641956,108.834987180559,0.98,0.69,0.64,< 0.15,0.37,0.2,0.19,< 1.4,< 0.15,< 0.15,< 0.15,0.45,< 0.15,0.69,< 0.15,< 0.15,0.067,< 0.15,0.26,0.28,< 0.15,0.36,0.47,0.77,0.28,0.46,0.19,0.11,0.45,1.1,0.86,1.6,0.42,1.2,1,0.27,2.3,1.5,0.37,3.1,< 0.039,< 0.15,0.19,< 0.15,0.21,0.49,0.21,0.6,< 0.16,< 0.16,< 0.16,0.13,< 0.15,< 0.16,< 0.16,< 0.16,< 0.15,< 0.15,< 0.15,0.46,2.4,0.21,1.2,3.1,1.3,19,< 0.35,4.9,0.61,< 0.35,< 0.35,0.98,0.8,< 0.35,< 0.35,< 0.35,< 0.35,< 0.35,< 0.35,< 0.35,< 0.35,7.3,,Row 103 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1378,PS1958,Tissue - whole body,,Pacific sandlance,114,6.1,,Tatoosh Island,48.3931168,-124.7380236,Load 2 #1,2005-06-26 00:00:00,2.016,wet,0,61.92714585744,19.2847148673414,6.31990882551214,12.4682304497064,105.167056199874,0.4,0.2,0.29,< 0.17,< 0.17,< 0.17,< 0.17,< 1.6,< 0.17,< 0.17,< 0.17,0.24,< 0.17,< 0.17,< 0.17,< 0.17,< 0.042,< 0.17,< 0.17,0.15,< 0.17,< 0.17,< 0.17,0.2,< 0.17,< 0.17,< 0.17,< 0.042,< 0.17,0.24,0.19,0.34,0.11,0.29,0.28,< 0.17,0.5,0.3,< 0.17,0.65,< 0.043,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.13,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,2.2,< 0.17,0.24,2.2,0.49,3.2,< 0.38,0.95,< 0.38,< 0.38,< 0.38,0.5,< 0.38,< 0.38,< 0.38,< 0.38,< 0.38,< 0.38,< 0.38,< 0.38,< 0.38,1.5,,Row 104 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1379,PS1958,Tissue - whole body,,Pacific sandlance,131,8.6,,Tatoosh Island,48.3931168,-124.7380236,Load 2 #2,2005-06-26 00:00:00,2.026,wet,2.75574774413777,40.4909346882092,33.1915186817437,12.3245201482562,11.237278737653,104.014768585224,0.22,< 0.15,< 0.15,< 0.14,< 0.14,< 0.15,< 0.15,< 1.3,< 0.14,< 0.14,< 0.14,0.21,< 0.14,< 0.14,< 0.15,< 0.14,0.048,< 0.14,0.15,0.14,< 0.14,< 0.14,< 0.14,0.16,< 0.14,< 0.14,< 0.15,< 0.036,< 0.15,0.22,0.2,0.37,0.11,0.27,0.31,< 0.15,0.61,0.33,< 0.15,0.79,< 0.037,< 0.14,< 0.14,< 0.15,< 0.15,0.15,< 0.14,0.17,< 0.15,< 0.15,< 0.15,< 0.11,< 0.15,< 0.15,< 0.15,< 0.15,< 0.14,< 0.14,< 0.14,< 0.15,2.4,< 0.14,0.21,2.4,< LOQ,4.1,< 0.33,0.98,< 0.33,< 0.33,< 0.32,< 0.32,< 0.32,< 0.32,< 0.32,< 0.32,< 0.33,< 0.33,< 0.33,< 0.33,< 0.33,0.98,,Row 105 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1381,PS1958,Tissue - whole body,,Pacific sandlance,125,8,,Tatoosh Island,48.3931168,-124.7380236,Load 8 #1,2005-06-26 00:00:00,2.02,wet,0,65.0583173955153,16.9209747569777,5.2659263637752,12.7547814837317,107.426216847734,0.53,0.36,0.4,< 0.16,< 0.16,< 0.16,< 0.16,< 1.5,< 0.16,< 0.16,< 0.16,0.25,< 0.16,0.22,< 0.16,< 0.16,< 0.040,< 0.16,< 0.16,0.14,< 0.16,< 0.16,< 0.16,0.21,< 0.16,< 0.16,< 0.16,< 0.040,< 0.16,0.21,< 0.16,0.28,0.094,0.23,0.24,< 0.16,0.35,0.22,< 0.16,0.45,< 0.040,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.12,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,0.22,2.1,< 0.16,0.25,2.4,0.76,2.4,< 0.36,0.56,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,< 0.36,0.56,,Row 106 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1382,PS1958,Tissue - whole body,,Surf smelt,65,2.2,,Tatoosh Island,48.3931168,-124.7380236,Load 3 #1,2003-08-07 00:00:00,1.774,wet,2.19961154363242,0,64.5076478386649,19.8243060998088,13.4684345178937,106.306624837371,0.56,< 0.18,< 0.18,< 0.17,< 0.17,< 0.18,< 0.18,< 1.6,< 0.17,< 0.17,0.21,0.22,< 0.17,< 0.17,< 0.17,< 0.17,0.062,< 0.17,< 0.17,0.15,< 0.17,< 0.17,< 0.17,0.21,< 0.17,0.23,< 0.17,0.053,0.28,0.33,0.48,0.84,0.44,0.61,0.98,0.26,1.9,0.65,0.19,2.1,< 0.044,< 0.17,0.19,< 0.17,< 0.17,0.5,0.18,0.4,< 0.17,< 0.17,< 0.17,< 0.13,< 0.17,< 0.18,< 0.17,< 0.17,< 0.17,< 0.17,< 0.17,0.29,4.3,0.18,0.44,4.8,< LOQ,11,< 0.39,1.5,< 0.39,< 0.39,< 0.39,0.55,0.43,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,< 0.39,2.5,,Row 107 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1383,PS1958,Tissue - whole body,,Surf smelt,108,13,,Destruction Island,48.3931168,-124.7380236,Load 31 #1,2004-07-07 00:00:00,2.009,wet,2.19558799324872,32.8186972416323,38.4638391693676,12.2105540831142,14.311321512637,110.470375017851,0.17,< 0.17,< 0.17,< 0.16,< 0.16,< 0.17,< 0.17,< 1.5,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,0.046,< 0.16,< 0.16,0.15,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,< 0.041,< 0.16,0.25,0.35,0.48,0.13,0.35,0.35,< 0.17,1.2,0.7,0.2,1.7,< 0.041,< 0.16,0.23,< 0.16,0.22,0.56,0.21,0.58,< 0.16,< 0.16,< 0.17,0.13,< 0.16,< 0.17,< 0.16,< 0.16,< 0.16,< 0.16,< 0.16,0.56,3.3,0.17,< LOQ,4,< LOQ,7.8,< 0.37,0.81,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,< 0.37,0.81,,Row 108 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1384,PS1958,SRM 1947,,,,,,,,,,,.965,wet,0,95.0162427188057,0,0,4.98375728119421,111.062210892726,6,1.1,< 0.35,0.35,48,63,12,< 3.1,11,9,20,120,< 0.33,73,4.5,< 0.34,0.53,2.2,16,8.1,0.56,18,24,36,64,54,29,3.2,30,32,69,87,53,86,110,36,210,73,18,230,14,14,29,8.8,22,84,23,63,1.1,14,4.5,19,0.73,6.6,3.1,1.9,3.8,3.4,17,55,840,66,280,980,1.5,1600,3.2,76,6.7,2.3,< 0.75,29,22,< 0.75,< 0.75,6.1,8.5,< 0.76,0.84,< 0.76,< 0.76,150,,Row 109 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1385,PS1958,Method Blank,,,,,,,,,,,2.0046,wet,0,0,0,0,0,107.708799174962,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 1.4,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,0.041,< 0.15,< 0.15,0.12,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.037,< 0.15,< 0.075,< 0.15,< 0.15,< 0.037,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.22,< 0.037,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.11,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< 0.15,< LOQ,< LOQ,< LOQ,0.16,< 0.33,< 0.33,< 0.33,< 0.33,< 0.33,< 0.33,< 0.33,< 0.33,< 0.33,< 0.33,< 0.33,< 0.33,< 0.33,< 0.34,< 0.34,< LOQ,,Row 110 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
112-1589,PS1959,Tissue - whole body,,Surf smelt,138,24.3,,Destruction Island,48.3931168,-124.7380236,Load 31 #2,2004-07-07 00:00:00,2.012,wet,5.76738344011393,.82000066779751,63.7672590430468,20.0015947596713,9.6437620893704,105,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,0.1,< 0.20,0.47,0.57,0.51,0.36,0.21,< 0.20,0.27,< 0.20,0.25,< 0.20,< 0.20,< 0.20,0.27,< 0.20,0.4,< 0.20,0.53,0.32,< 0.20,0.55,0.3,< 0.20,0.62,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,0.23,< 0.20,0.27,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,0.26,1.7,< 0.20,0.1,2,< LOQ,6.1,< 0.20,1.3,< 0.20,< 0.20,< 0.20,0.31,0.22,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,< 0.20,1.8,,Row 111 of 121,Accessed on 2022-02-20 11:54:39,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants,"Bolton, Jennie; 02/21/2018. NOAA Fisheries Northwest Fisheries Science Center. POPs and stable isotopes in bird and forage fish tissues: Fish Persistent Organic Pollutants (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/fish_persistent_organic_pollutants)"
